2019/05/21-21:44:23.758 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found 
2019/05/21-21:44:23.898 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final} 
2019/05/21-21:44:24.066 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect 
2019/05/21-21:44:24.273 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
2019/05/21-21:44:24.810 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor' 
2019/05/21-21:44:24.867 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
2019/05/21-21:44:25.106 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8899 (http) with context path '/ams' 
2019/05/21-21:44:25.114 [main] INFO  c.x.springcloud.ams.AmsApplication - Started AmsApplication in 4.187 seconds (JVM running for 4.76) 
2019/05/21-21:44:25.117 [main] INFO  c.x.springcloud.ams.AmsApplication - 	
 系统启动成功 
2019/05/21-21:44:30.624 [http-nio-8899-exec-1] INFO  o.a.c.c.C.[.[localhost].[/ams] - Initializing Spring DispatcherServlet 'dispatcherServlet' 
2019/05/21-21:44:30.625 [http-nio-8899-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet' 
2019/05/21-21:44:30.633 [http-nio-8899-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 8 ms 
2019/05/21-21:44:53.752 [http-nio-8899-exec-1] INFO  c.x.s.a.I.CommonCostInterceptor - request times =23103 
2019/05/21-21:44:53.754 [http-nio-8899-exec-1] INFO  c.x.s.a.I.CommonCostInterceptor - request times 1=23105 
2019/05/21-21:45:22.944 [main] INFO  c.x.springcloud.ams.AmsApplication - Starting AmsApplication on xxw with PID 22728 (C:\work\project\xxwgit\ams\target\classes started by 86177 in C:\work\project\xxwgit\ams) 
2019/05/21-21:45:22.948 [main] INFO  c.x.springcloud.ams.AmsApplication - No active profile set, falling back to default profiles: default 
2019/05/21-21:45:23.641 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode. 
2019/05/21-21:45:23.683 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 33ms. Found 0 repository interfaces. 
2019/05/21-21:45:24.023 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$ab148a9] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019/05/21-21:45:24.727 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8899 (http) 
2019/05/21-21:45:24.754 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat] 
2019/05/21-21:45:24.754 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.17] 
2019/05/21-21:45:24.884 [main] INFO  o.a.c.c.C.[.[localhost].[/ams] - Initializing Spring embedded WebApplicationContext 
2019/05/21-21:45:24.885 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1899 ms 
2019/05/21-21:45:25.087 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting... 
2019/05/21-21:45:25.207 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed. 
2019/05/21-21:45:25.266 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...] 
2019/05/21-21:45:25.332 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.9.Final} 
2019/05/21-21:45:25.333 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found 
2019/05/21-21:45:25.470 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final} 
2019/05/21-21:45:25.642 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect 
